Review,Cleaned_review
"✅Trip Verified|  Air Canada has serious issues at high levels. (Pun intended!) Starting at LAX they had limited staff who were not trained. All four of our flights during the two week trip were delayed. We spent one and a half hours sitting on the airplane on the runway/tarmac waiting for a parking place to de-plane, which resulted in numerous missed connections by members of our group. There was utter confusion at every AC kiosk. In Toronto, Air Canada had approximately 75% of flights canceled (in good weather). You could literally be looking at the electronic blue flight status screens and see your flight change from ""On-time"" to ""Canceled"" while you watched. So many flights were canceled, changed, and re-routed, they even lost pilot's luggage! Three times my daughter's connecting flights were canceled. They finally sent her to a rental car to drive four hours home after an 11.5 hour flight. Their car rental affiliate then charged $700/day to get a car, and she was told it would be months before she gets a refund from AC. Customer Service cannot be reached by phone, only by email. Proper management and organization at the top, along with employee training, would prevent this domino effect their errors are causing. I will never fly Air Canada again, ever! The attached image shows one of ten carousels with baggage.",air canada seriou issu high level pun intend start lax limit staff train four flight two week trip delay spent one half hour sit airplan runway tarmac wait park place de plane result numer miss connect member group utter confus everi ac kiosk toronto air canada approxim flight cancel good weather could liter look electron blue flight statu screen see flight chang time cancel watch mani flight cancel chang rout even lost pilot luggag three time daughter connect flight cancel final sent rental car drive four hour home hour flight car rental affili charg day get car told would month get refund ac custom servic cannot reach phone email proper manag organ top along employe train would prevent domino effect error caus never fli air canada ever attach imag show one ten carousel baggag
✅Trip Verified| Stay away from this airline - if you can. It’s terrible. The check-in crew don’t seem to know what they are doing. My bag was delayed on arrival. Air Canada baggage service couldn’t trace it - even with baggage tags issued by their system. Then I had to deal with their off-shore call centre. I called several times. They will keep you on hold for well over an hour on average (and at times will drop your call after the long wait). The nightmare begins when you go through and speak to their representatives. The reps are low-energy and lackadaisical. They don’t seem to care about their client’s issues. They still have not found my bag. Don’t let this happen to you. Stay away from this airline.,stay away airlin terribl check crew seem know bag delay arriv air canada baggag servic trace even baggag tag issu system deal shore call centr call sever time keep hold well hour averag time drop call long wait nightmar begin go speak repres rep low energi lackadais seem care client issu still found bag let happen stay away airlin
"Not Verified|  My Greece family vacation started out on June 13 leaving Miami International Airport arriving into Montreal for connection to Athens . I decided to carry 3 of our 4 bags on. The trip went without a flaw. After 12 days in Greece it was time to head back home to Miami. When we board our return flight from Athens to Toronto with a connection to Miami I decided to check all 4 piece of our luggage. Flight boarded on time and was suppose to leave at 1:15-1:30. Wasn’t cleared to take off until 3pm. At that point I realized we were not making our connecting flight to Miami. After arriving in Toronto the disaster began with this airline. We missed our connection as I expected. When asked for assistance on rebooking was told by multiple Air Canada employees to use the “White Phones” located at gate #15. Upon arriving to gate 15 and waiting in line for over an hour I discovered most (50%) of the phone were not in working order. When I finally got my opportunity to use a working white phone I was on hold for over 2 hours. I had enough and hung up. I then proceeded to Gate 4 international re-bookings where I again waited for over two hours with hundreds of other people to be told they are closing the gate at 12 midnight and will reopen at 4 am. I was then handed a card and told to call this number to rebook your flight. They offered no  hotel vouchers, no food vouchers, no  beverage vouchers. Employees said to find the nearest hotels.  We decided to find the best location to sleep for the night. I figured I would give the phone number in the card a try -after 3 hours and 7 minutes of being on hold I had enough.  I had to book another flight to Montreal to connect to Miami. Instead of arriving in Miami on June 23 (original return flight) we arrive on June 25. I forgot to mention my luggage was lost. They assured me it was on my flight before I boarded to travel to Montreal. Well my luggage arrived June 30.",greec famili vacat start june leav miami intern airport arriv montreal connect athen decid carri bag trip went without flaw day greec time head back home miami board return flight athen toronto connect miami decid check piec luggag flight board time suppos leav clear take pm point realiz make connect flight miami arriv toronto disast began airlin miss connect expect ask assist rebook told multipl air canada employe use white phone locat gate upon arriv gate wait line hour discov phone work order final got opportun use work white phone hold hour enough hung proceed gate intern book wait two hour hundr peopl told close gate midnight reopen hand card told call number rebook flight offer hotel voucher food voucher beverag voucher employe said find nearest hotel decid find best locat sleep night figur would give phone number card tri hour minut hold enough book anoth flight montreal connect miami instead arriv miami june origin return flight arriv june forgot mention luggag lost assur flight board travel montreal well luggag arriv june
"✅Trip Verified|  I travel multiple times a week for work. Air Canada is unacceptably awful, from cancelled flights to delays to poor communication and making false excuses and blaming COVID or the government for the issues. Use a different airline if you can.",travel multipl time week work air canada unaccept aw cancel flight delay poor commun make fals excus blame covid govern issu use differ airlin
Not Verified|  Absolutely the worst airline I have experienced. The crew was unprofessional and the food was cold and disgusting. On my flight at least 50 passenger’s luggage was missing. My flight was delayed by an hour and my connection ended up being 6 hours late due to air Canada's lack of preparation. I will never fly with this airline again and warn anyone about to book a ticket.,absolut worst airlin experienc crew unprofession food cold disgust flight least passeng luggag miss flight delay hour connect end hour late due air canada lack prepar never fli airlin warn anyon book ticket
Not Verified|  I flew with Air Canada and except the long delays everything was fine. At least that is what I thought. after I arrived in Frankfurt I waited for over 2 hours for my baggage but nothing arrived. I submitted the report for lost baggage and I need my baggage very quick. Sadly the customer support is very bad. I don't get any answers per email and since I am now in Germany the customer support with the international number does not feel responsible for my problems. They say the only place where I can get help is the Air Canada baggage office but they just have a North American number which I cant call for free. I don't want to pay for this airline another cent. I called the international hotline and asked for a check in fees refund but they claimed that its not possible even though their own websites says otherwise. They just don't want to pay for my delayed baggage and lie for that. That is the most horrible airline I've ever flown with in my life.,flew air canada except long delay everyth fine least thought arriv frankfurt wait hour baggag noth arriv submit report lost baggag need baggag quick sadli custom support bad get answer per email sinc germani custom support intern number feel respons problem say place get help air canada baggag offic north american number cant call free want pay airlin anoth cent call intern hotlin ask check fee refund claim possibl even though websit say otherwis want pay delay baggag lie horribl airlin ever flown life
"✅Trip Verified|  I have been without luggage for 17 days, I left for Athens on 14th and came back on 23rd and spent hours on hold with Air Canada for the call to most of the time be dropped after 1 hour waiting or to be transferred to a call center where all you hear is “I completely understand your frustration”. I have done everything requested, submitted receipts, checked web tracer twice daily, reached out on twitter facebook Instagram and even linkedin with ZERO reply. My bag was “never scanned in” so I do not know how they will find it. They kept saying “it is not lost”…well I consider it lost if it does not arrive to my destination nor 17 days after the initial departure. They also do not deem the bag lost for 20-30 days so I have to wait to file a claim with my travel insurance until they indeed confirm it lost. Today I called again and there is now a recorded that says they have too much volume to even place you on hold, ever heard of a call back number? For someone who travels 50% of the year, Air Canada you have lost a customer forever. I will only fly WestJet moving forward. You should be embarrassed at your customer service.",without luggag day left athen th came back rd spent hour hold air canada call time drop hour wait transfer call center hear complet understand frustrat done everyth request submit receipt check web tracer twice daili reach twitter facebook instagram even linkedin zero repli bag never scan know find kept say lost well consid lost arriv destin day initi departur also deem bag lost day wait file claim travel insur inde confirm lost today call record say much volum even place hold ever heard call back number someon travel year air canada lost custom forev fli westjet move forward embarrass custom servic
Not Verified|  Oh what happened to the airline industry. First flight there was no wifi working so I do nothing for hours. Flight back guess what the TV in my seat isn't working and there are only three people in business class and the stewardesses takes it upon herself to let a family of four come from coach to stay in First Class. Now I am not pretentious but I paid for this and you didn't so you sit where you paid.,oh happen airlin industri first flight wifi work noth hour flight back guess tv seat work three peopl busi class stewardess take upon let famili four come coach stay first class pretenti paid sit paid
"Not Verified|  Air Canada is the worst airline I have ever flown with. Both legs of the trip were delayed by hours, they lost 2 suitcases, when I tried to get help there was none. There are no words to describe how bad their customer service is. Lazy, indifferent employees at all levels. I could write a small book about all the problems me and my family faced. Due to delays and cancelled flights, the total time for the 15 hour trip was 48 hours. They have a customer service number for customers to call. When you call you are usually on hold for 2 hours and then the call is often dropped so you have to call back hold for an additional 2 hours. Once you eventually get through, you get no help. Two weeks after my suitcase was lost I still haven't received any communication from them. Awful, awful airline, the worst I have ever flown with. Management should be ashamed.",air canada worst airlin ever flown leg trip delay hour lost suitcas tri get help none word describ bad custom servic lazi indiffer employe level could write small book problem famili face due delay cancel flight total time hour trip hour custom servic number custom call call usual hold hour call often drop call back hold addit hour eventu get get help two week suitcas lost still receiv commun aw aw airlin worst ever flown manag asham
Not Verified|  Pathetic airline. Has multiple delays and then misplaces luggage of passengers. Imagine going on a vacation on this pathetic airline and loosing all your belongings. Never ever fly on this airline if you want to enjoy your vacation.,pathet airlin multipl delay misplac luggag passeng imagin go vacat pathet airlin loos belong never ever fli airlin want enjoy vacat
"✅Trip Verified| Air Canada reached a new ‘low’ on my flight yesterday. Boarding was chaotic. Clearly the staff weren’t trained properly in customer service or queue management. Once on board, the usual miserable experience from flight attendants - no smiles, no effort to help elderly passengers around me and at lease one flight attendants who was rude and sarcastic. How on earth are these employees allowed to get away with such appalling attitudes? The selection of movies was awful and to cap it all, they ran out of food. But again no apologies. A dreadful experience.",air canada reach new low flight yesterday board chaotic clearli staff train properli custom servic queue manag board usual miser experi flight attend smile effort help elderli passeng around leas one flight attend rude sarcast earth employe allow get away appal attitud select movi aw cap ran food apolog dread experi
"Not Verified|  Significant delays on outbound and inbound journey. An empty shell of its former self. Planes were dirty, bathroom had no running water. Food was of very poor quality. Way too many announcements. Used to be my go to airline, now I am considering cancelling another trip I have planned with them later this year.",signific delay outbound inbound journey empti shell former self plane dirti bathroom run water food poor qualiti way mani announc use go airlin consid cancel anoth trip plan later year
"✅Trip Verified|  Do not ever consider flying with this company, my family and I had the worst experience ever flying with this airline. To verify our part in this story we arrived at Heathrow without our eta as we were in transit only and did not realise it was a requirement. Entry to Canada visa's. We made a mistake but boy did Air Canada do everything possible to compound the issue with their arrogance and incompetence. This could have been sorted out in no more than 15 minutes if their team had been organised and trained correctly. Instead we paid £1,500.00 to book alternative flights, taxi's, overnight accommodation, arrived a day late to our destination and had more stress than with any other airline in all our cumulative flying time. This company is rotten to the core! To add insult to injury, to resolve the issues we experienced, they said they would give us 25% off our next flight with them. Why would they believe that following our worst flight experience ever we would come back for more. There's an absolute arrogance within this company. I received their offer on the 06 May 2022, my wife was absolutely disgusted and upset. I replied to AC on the 09th May 2022 suggesting they take an extremely long look at themselves but we've not heard back since. I stress do not book a flight with this company, you have been warned.",ever consid fli compani famili worst experi ever fli airlin verifi part stori arriv heathrow without eta transit realis requir entri canada visa made mistak boy air canada everyth possibl compound issu arrog incompet could sort minut team organis train correctli instead paid book altern flight taxi overnight accommod arriv day late destin stress airlin cumul fli time compani rotten core add insult injuri resolv issu experienc said would give us next flight would believ follow worst flight experi ever would come back absolut arrog within compani receiv offer may wife absolut disgust upset repli ac th may suggest take extrem long look heard back sinc stress book flight compani warn
"✅Trip Verified|  Started off with them bumping me out of the premium seats I had booked, was irritating but shrugged it off. Then, due to airspace constraints around Toronto, the flight left an hour late. Then, once we landed, we had to wait 45 minutes to park at the gate. I had to go through a gauntlet of locked doors (where we had to wait for an agent to come and unlock/open), two sets of these actually. Then had to fumble through Canadian passport control (even though was just a connection) and ultimately missed the connecting flight to Barcelona. Then, had to go to customer service and wait in line for 45 minutes because they only had one agent working (they eventually increased this 30 minutes into being in line, which helped). They then booked me on a flight through Frankfurt that left about four hours or so later (was supposed to leave Toronto direct to Barcelona at 7PM but ended up leaving for Frankfurt at 11:30PM. Then the flight out of Frankfurt to Barcelona (Lufthansa luckily) was delayed a couple of hours but ultimately arrived in Barcelona at 6:45PM when I was supposed to arrive at 10AM so ended up there 8 hours or so late. Because of the missed connection, my bag didn’t make it to Barcelona so had to wait three days for them to get that over to me. There were no apologies (other than the automated letter they sent after I lodged a complaint) and then to add insult to injury, on my flight back, they bumped me out of premium again so at that point, being nervous about further delays I booked another flight back home with Delta, which turned out to be a good move because on the return trip (which was through Montreal), they cancelled the final leg of my flight back to Detroit so I would have been stuck in Montreal. I would definitely not recommend Air Canada to anyone, even though all the other airlines are struggling as well, it just seems that Air Canada is struggling the most.",start bump premium seat book irrit shrug due airspac constraint around toronto flight left hour late land wait minut park gate go gauntlet lock door wait agent come unlock open two set actual fumbl canadian passport control even though connect ultim miss connect flight barcelona go custom servic wait line minut one agent work eventu increas minut line help book flight frankfurt left four hour later suppos leav toronto direct barcelona pm end leav frankfurt pm flight frankfurt barcelona lufthansa luckili delay coupl hour ultim arriv barcelona pm suppos arriv end hour late miss connect bag make barcelona wait three day get apolog autom letter sent lodg complaint add insult injuri flight back bump premium point nervou delay book anoth flight back home delta turn good move return trip montreal cancel final leg flight back detroit would stuck montreal would definit recommend air canada anyon even though airlin struggl well seem air canada struggl
"✅Trip Verified| Washington to Seoul via Toronto. 1. My parents were supposed to fly from Washington to Toronto to Seoul on 5/22/22 and booked their tickets through Air Canada (AC8681, AC061). Air Canada switched their flight from 1 layover to 2 layovers without any reasonable compensation, Washington to Pittsburgh to Toronto to Seoul. On the day of travel, they were notified of the Pittsburgh-Toronto flight cancellation AFTER they arrived at the gate in Washington. Their baggage had already been checked in and sent off to Pittsburgh, even though the flight staff knew of the cancellation in Pittsburgh. Air Canada gave ZERO update on whether or not the baggage arrived in Pittsburgh or were put on a return flight to Washington. Air Canada's phone support was only an automated system and no human picked up the phone. After many attempts to reach the airline, my parents began DRIVING to Pittsburgh from Washington on Monday, 5/23/22, when Air Canada told them to go pick up baggage in Washington, 1 hour after they started their trip to Pittsburgh. They had to reschedule their flight to 5/25/22 and cut down their trip in Korea by 3 days. Again, no compensation was provided from Air Canada. 2. My parents got on their return flight on 6/28/22 from Seoul to Toronto and they were supposed to arrive home same day in Washington. Upon arrival in Toronto, they were told that the flight from Toronto to Washington had been cancelled and that there were no flights available for the next two days. They have been stuck at the airport for 2 hours now trying to get assistance. They are offering hotel assistance of $300/night with hotels just around the airport when there are less than 10 available rooms around the airport when there is a giant group of passengers stuck at the airport because they are unable to return home to the US. They also provided only $10 for food and drinks until their rescheduled flight. What in the actual hell can they get with $10? 3. Air Canada agents had claimed that the baggage would be transferred by Air Canada to their rescheduled flight. However, my parents arrived in Washington today (6/29), only to discover that their baggage did not arrive with them. We don't know if the baggage is still sitting in Toronto or if they are lost. They just took a taxi home without their baggage and both my parents had 2 bags each with a lot of stuff brought back from Seoul. All Air Canada so far has offered is 20% discount for my parents' next flight with Air Canada. My parents have ABSOLUTELY no intention to fly with Air Canada ever again after this experience.",washington seoul via toronto parent suppos fli washington toronto seoul book ticket air canada ac ac air canada switch flight layov layov without reason compens washington pittsburgh toronto seoul day travel notifi pittsburgh toronto flight cancel arriv gate washington baggag alreadi check sent pittsburgh even though flight staff knew cancel pittsburgh air canada gave zero updat whether baggag arriv pittsburgh put return flight washington air canada phone support autom system human pick phone mani attempt reach airlin parent began drive pittsburgh washington monday air canada told go pick baggag washington hour start trip pittsburgh reschedul flight cut trip korea day compens provid air canada parent got return flight seoul toronto suppos arriv home day washington upon arriv toronto told flight toronto washington cancel flight avail next two day stuck airport hour tri get assist offer hotel assist night hotel around airport less avail room around airport giant group passeng stuck airport unabl return home us also provid food drink reschedul flight actual hell get air canada agent claim baggag would transfer air canada reschedul flight howev parent arriv washington today discov baggag arriv know baggag still sit toronto lost took taxi home without baggag parent bag lot stuff brought back seoul air canada far offer discount parent next flight air canada parent absolut intent fli air canada ever experi
"✅Trip Verified| Cleveland to Athens via Toronto. From beginning to end, it was only a succession of unacceptable events. Aircrafts delayed one after each other and no reason provided. Stuck 2.5 hours in a 96F plane with 56 people, agitated and getting dizzy. Condensation dripping from the ceiling and no AC. All connections missed and had to sleep in the airport, on the ground as they were having no customer service open on site or on the phone. Stayed on hold 2.5 hours, twice, to not even able to talk to someone. Lost luggage at the final destination and not able to even be located. Will never fly with this company ever again. Rude staff or just not even assisting.",cleveland athen via toronto begin end success unaccept event aircraft delay one reason provid stuck hour f plane peopl agit get dizzi condens drip ceil ac connect miss sleep airport ground custom servic open site phone stay hold hour twice even abl talk someon lost luggag final destin abl even locat never fli compani ever rude staff even assist
"Not Verified| Ottawa to Frankfurt via Montreal. Worst airline I've flown in my life. What happened: 1. There was a mother with a small child, the child was thirsty and the air hostess refused her water, she drank secretly herself. Me and one other person were yelled at by a staff member because we started eating too early. I've flown a lot in my life, I'm really not a person who is exhausting and wouldn't write the review if I hadn't been personally attacked. It's a shame that the cartels and the mafia are so strong in Canada, poor country. I am happy that I will never book this airline again. I can only advise the Canadian people to fight back. | Die schlimmste airline mit der ich in meinem Leben geflogen bin. Was ist passiert : 1. Da war eine Mutter mit einem kleinkind das Kind hatte durst und ihr wurde von der Stewadess das Wasser verweigert, selbst hat Sie heimlich getrunken. Ich und eine weitere Person wurden von einen Sint Steward angebrüllt weil wir zu früh angefangen hatten zu Speisen. Ich bin in meinem Leben viel geflogen bin echt kein Mensch der anstrengend ist würde die Bewertung auch nicht schreiben wenn ich nicht persönlich angegriffen worden wäre. Schade das die Kartelle und die Mafia in Kanada so stark sind armes Land. Ich freue mich das ich diese Airline nie wieder buchen werde. Dem Kanadischen Volk kann ich nur Raten wehrt euch endlich.",ottawa frankfurt via montreal worst airlin flown life happen mother small child child thirsti air hostess refus water drank secretli one person yell staff member start eat earli flown lot life realli person exhaust write review person attack shame cartel mafia strong canada poor countri happi never book airlin advis canadian peopl fight back die schlimmst airlin mit der ich meinem leben geflogen bin ist passiert da war ein mutter mit einem kleinkind da kind hatt durst und ihr wurd von der stewadess da wasser verweigert selbst hat sie heimlich getrunken ich und ein weiter person wurden von einen sint steward angebr llt weil wir zu fr h angefangen hatten zu speisen ich bin meinem leben viel geflogen bin echt kein mensch der anstrengend ist w rde die bewertung auch nicht schreiben wenn ich nicht per nlich angegriffen worden w schade da die kartel und die mafia kanada stark sind arm land ich freue mich da ich dies airlin nie wieder buchen werd dem kanadischen volk kann ich nur raten wehrt euch endlich
"✅Trip Verified|Seattle to Athens via Toronto. There was only one Air Canada employee who took the time to actually assist us. Aside from that, we had the worst experience recently. It is too much to write here, but basically everyone from the flight attendants to the agents at the airports all acted as if they were being inconvenienced when asked a question. The agents at the airport would literally just walk away from customers mid question, the flight attendants sat at the back of the plane 95% of the flight and told us “if we want something we can help ourselves to it in the back.” Then, after a delayed flight that resulted in us missing our connecting flight, every agent we tried to speak to regarding direction and assistance would just say “I don’t know, you’ll have to figure it out” then walk away. Even when we returned for our flight the next day - same experience regarding customer service. I walked up to a desk where 4 employees were just standing around and one was texting on his phone. I asked him a question and he looked up from his phone with annoyance beyond measure and then gave me a snarky response that was also not informative or helpful. Our overall experience was awful UNTIL we spoke with the staff who answered our simple questions and pointed us in the right direction! Air Canada is a step above Spirit and I definitely wouldn’t recommend.",trip verifi seattl athen via toronto one air canada employe took time actual assist us asid worst experi recent much write basic everyon flight attend agent airport act inconvenienc ask question agent airport would liter walk away custom mid question flight attend sat back plane flight told us want someth help back delay flight result us miss connect flight everi agent tri speak regard direct assist would say know figur walk away even return flight next day experi regard custom servic walk desk employe stand around one text phone ask question look phone annoy beyond measur gave snarki respons also inform help overal experi aw spoke staff answer simpl question point us right direct air canada step spirit definit recommend
"✅Trip Verified|Calgary to Toronto. The flight was delayed by two hours, like always. I have flown with Air Canada now 5 times this year and every single time the flight was delayed, there was no apology any of the times. This time particularly I had checked in early and picked a seat I knew I would be comfortable in as a tall person, last minute the gave me a new ticket and shoved me at the very end of the aircraft in the middle row with no explanation or apology. They are set up poorly and have the worst customer service I have yet to experience. This is the last time I will be flying with them.",trip verifi calgari toronto flight delay two hour like alway flown air canada time year everi singl time flight delay apolog time time particularli check earli pick seat knew would comfort tall person last minut gave new ticket shove end aircraft middl row explan apolog set poorli worst custom servic yet experi last time fli
"✅Trip Verified|  I arrived in Athens after my flight that departed from Montreal to find that my one checked bag had been 'delayed'. I was sent over to the baggage supervisor who gave me a baggage code for online tracking, they took down my temporary address in Mykonos and said it should take 2-3 days for my luggage to arrive and be sent to me, and that I could check the WorldTracer site for updates or call their baggage center number. 4 days later I still don't have my baggage, and neither myself nor any of my friends or family are able to access the WorldTracer website without it completely crashing, and when we call their baggage center phone number, an automated message says that Air Canada is ""sorry"" that they ""cannot put any calls on hold at the moment due to the high volume of calls"". No callback option was offered, it only said to try calling later. I tried talking to their online chat service, and I don't know if the whole thing is a bot or what, but long story short all it did was tell me to use the services that I'd tried, or to try sending a message to AC via Twitter of all things. I've been calling AC hourly for a week now and still haven't spoken to a real person. My baggage has medication in it that I have had to try and replace in Greece at my own cost, not to mention all my clothes and other important personal items. Air Canada couldn't seem to care less. I do lots of flying around the world for my work, and now I'll be doing everything I possibly can to avoid Air Canada so I don't have to deal with this ridiculous lack of customer service again.",arriv athen flight depart montreal find one check bag delay sent baggag supervisor gave baggag code onlin track took temporari address mykono said take day luggag arriv sent could check worldtrac site updat call baggag center number day later still baggag neither friend famili abl access worldtrac websit without complet crash call baggag center phone number autom messag say air canada sorri cannot put call hold moment due high volum call callback option offer said tri call later tri talk onlin chat servic know whole thing bot long stori short tell use servic tri tri send messag ac via twitter thing call ac hourli week still spoken real person baggag medic tri replac greec cost mention cloth import person item air canada seem care less lot fli around world work everyth possibl avoid air canada deal ridicul lack custom servic
"✅Trip Verified|  Worst airline experience to date. My flight was canceled from Montreal to Pittsburgh. Air Canada rerouted us to Toronto where my group of 32 got stranded. There was no possible way for us to get back home to WV, USA. No busses, no rentals (when there were rentals they were $600+), and hardly any hotels. They offered no help and seemed annoyed by our frustration and concern. So, we sat in the baggage claim for 20+ hours until a couple of family members were able to drive 7 hours to get us. On top of that, some luggage was lost and damaged on the flight to Dublin, Ireland through Air Canada. Overall the worst customer service and attitude I have seen in an airline, and I will never fly through them again. I will tell everyone how terrible Air Canada is!",worst airlin experi date flight cancel montreal pittsburgh air canada rerout us toronto group got strand possibl way us get back home wv usa buss rental rental hardli hotel offer help seem annoy frustrat concern sat baggag claim hour coupl famili member abl drive hour get us top luggag lost damag flight dublin ireland air canada overal worst custom servic attitud seen airlin never fli tell everyon terribl air canada
"✅Trip Verified| Toronto to London via Montreal. Flight was absolutely great - no complaints at all. Arrived at Heathrow T2 early morning of 16 June. Waited a long time for bags to be delivered. After additional one hour wait my bag was missing. Waited another hour in queue for the AC baggage handling service Global Baggage Solutions. Finally met someone - 'Yes, your bag arrived on the flight and it is tracked as being misdirected to Terminal 1 (which is incidentally closed). Was advised to wait at airport and return in the afternoon, when it will have been brought across. 7 hours later (multiple Costa coffees) I went back in airside to be told that it had not been delivered yet. Was told to complete an online GBS World Tracer misdirected baggage form. Twelve days later, following multiple emails and over three hours in the queue (calling North American from the UAE), didn't manage to get to speak to anyone nor receive a reply from Air Canada. My bag contains business clothes which I have managed to make do without up to now in the misguided belief that the bag would be back to me quickly. Will have to spend significantly and claim against AC which is a shame but its clear where the responsibility lays. In fact, just one email during the last 12 days from AC to say, 'we are on it, would have gone a very long way but sadly non-communication is the business model. My ratings hopefully show where the issue is and is not.",toronto london via montreal flight absolut great complaint arriv heathrow earli morn june wait long time bag deliv addit one hour wait bag miss wait anoth hour queue ac baggag handl servic global baggag solut final met someon ye bag arriv flight track misdirect termin incident close advis wait airport return afternoon brought across hour later multipl costa coffe went back airsid told deliv yet told complet onlin gb world tracer misdirect baggag form twelv day later follow multipl email three hour queue call north american uae manag get speak anyon receiv repli air canada bag contain busi cloth manag make without misguid belief bag would back quickli spend significantli claim ac shame clear respons lay fact one email last day ac say would gone long way sadli non commun busi model rate hope show issu
"Not Verified|  Air Canada will not answer the phone. Not for customer service nor for lost baggage updates. And it is byzantine/impossible to pursue much of anything online. Yes, my 12 hour itinerary from Lisbon to Pittsburgh became a 49 hour nightmare. No, there was little to no help on the ground at Toronto or Montreal. Yes, my bag is still lost a week later. No, there is not a way to get an update about this situation. They are impossible to work with and it seems to be a take it or leave it attitude. Once in the air it is fine, and I could even tolerate some delays and inconvenience. I am a seasoned and patient traveler. But the lack of transparency, the impossibility of finding help - these entrenched values are unethical.",air canada answer phone custom servic lost baggag updat byzantin imposs pursu much anyth onlin ye hour itinerari lisbon pittsburgh becam hour nightmar littl help ground toronto montreal ye bag still lost week later way get updat situat imposs work seem take leav attitud air fine could even toler delay inconveni season patient travel lack transpar imposs find help entrench valu uneth
✅Trip Verified|  Started my journey from Bangalore on june 25 IST and was suppose to reach Dallas on June 25 CST 9.30pm via Montreal. We missed our connecting flight because of long queue of luggage security check. No support from ground staff. Had to spend 5 hrs in queue to find the information of dropped Luggage. And then had to spend 13 hrs in another queue to re- book for another flight. Got some relief when got another ticket Montreal-Toronto-Dallas. Today on Jun 27 reached Toronto and to our surprise we find the flight from Toronto to Dallas is Cancelled without notification. And now again we have to go through same hassle of collecting luggage and rebooking flight. Pathetic organization. Stuck in Canada past 3 days and still see no hope to be home because of this airline.,start journey bangalor june ist suppos reach dalla june cst pm via montreal miss connect flight long queue luggag secur check support ground staff spend hr queue find inform drop luggag spend hr anoth queue book anoth flight got relief got anoth ticket montreal toronto dalla today jun reach toronto surpris find flight toronto dalla cancel without notif go hassl collect luggag rebook flight pathet organ stuck canada past day still see hope home airlin
"Not Verified| London to Kelowna via Vancouver. Why or why do we do it? Obviously being English we don't want to make a fuss! Used this airline now several times every year, we have family in Canada and obviously it makes sense - never again, The cabin staff were rude, made us feel like 2nd class citizens, this is a common issue, their fake smiles and sniggers about passengers goes on all the time. The food is so dull and boring, its their standard, the inflight films are old and nothing new or to-date. That being said the more senior the staff the less they care. I am one of so many who have expressed an opinion, when I previously emailed and complained only to receive a standard reply something a 5 year-old could put together. The 4/10 reviews say it all. Oh please don't expect any favours or genuine concerns from anyone no one there wants to help.",london kelowna via vancouv obvious english want make fuss use airlin sever time everi year famili canada obvious make sens never cabin staff rude made us feel like nd class citizen common issu fake smile snigger passeng goe time food dull bore standard inflight film old noth new date said senior staff less care one mani express opinion previous email complain receiv standard repli someth year old could put togeth review say oh pleas expect favour genuin concern anyon one want help
"✅Trip Verified| Rome to Los Angeles via Toronto. Never again and will be advocating against flying this airline. Horrible service, delayed flight, lack of basic service and list bag on top of everything. Trying to call their bag handling service and it’s impossible to get of hold any agents, their website for the lost/delayed luggage has not been updated since we filed the report, it has been almost 2 full days since we landed and we have not heard from anyone regarding our luggage! Calling reservation service and the automated message is saying they can not answer the calls!",rome lo angel via toronto never advoc fli airlin horribl servic delay flight lack basic servic list bag top everyth tri call bag handl servic imposs get hold agent websit lost delay luggag updat sinc file report almost full day sinc land heard anyon regard luggag call reserv servic autom messag say answer call
"✅Trip Verified|  Air Canada as an organization is simply ambivalent and arrogant. I’ve flown with them twice in the last month and have experienced massive delays (in excess of 4 hours each time) without so much as one apology, let alone complimentary food or beverage once you eventually get on the flight. They simply act as if nothing happened. They’re a disgrace.",air canada organ simpli ambival arrog flown twice last month experienc massiv delay excess hour time without much one apolog let alon complimentari food beverag eventu get flight simpli act noth happen disgrac
✅Trip Verified|  This airline is the biggest joke. Most recently I travelled from Sault Ste. Marie to Edmonton and we had the absolute worst experience. They let us board the plane in Toronto with no food or water on the flight. It was a +40 Celsius day and we were trapped on the plane for over 3 hours in the heat while we waited for them to deliver food. About an hour into waiting they said it was going to be at least another hour and half delay and stated they would bring their manager to see if we could de-board the plane. We heard nothing else about this and we were trapped on they plane for another 2 hours. They eventually brought us lukewarm water (one cup each) and a granola bar that wouldn’t feed a small child. Finally we were able to take off and by the time they brought back the food cart they were completely out of food… so much for that 3 hour wait. We were starving and had absolutely nothing on our 4 hour flight (not even pretzels). The economy class is so uncomfortable and packed together you’re basically on top of each other. If I could choose to never fly with them again I absolutely would.,airlin biggest joke recent travel sault ste mari edmonton absolut worst experi let us board plane toronto food water flight celsiu day trap plane hour heat wait deliv food hour wait said go least anoth hour half delay state would bring manag see could de board plane heard noth els trap plane anoth hour eventu brought us lukewarm water one cup granola bar feed small child final abl take time brought back food cart complet food much hour wait starv absolut noth hour flight even pretzel economi class uncomfort pack togeth basic top could choos never fli absolut would
"Not Verified|  A simple regional route within the same province (BC) and Air Canada was unable to have my checked bag meet me at my destination. Zero customer service, the “delayed” baggage phone line is just an indefinite hold as no one ever answers. You might think they’d have the call back option but they don’t. You might think they could let you know how long you will be on hold but they don’t. I really don’t like Air Canada at all.",simpl region rout within provinc bc air canada unabl check bag meet destin zero custom servic delay baggag phone line indefinit hold one ever answer might think call back option might think could let know long hold realli like air canada
